ckpt,step,slice_idx,timepoint,psnr_clip3
V7.best,160000,37,NORMAL,69.30149740747267
V7.best,160000,38,NORMAL,47.21917502376937
V7.best,160000,39,NORMAL,57.27699076683287
V7.best,160000,40,D20,40.820154449782834
V7.best,160000,41,D20,51.160165409837504
V7.best,160000,42,D20,52.81104359948971
V7.best,160000,43,D20,44.17468438245973
V7.best,160000,44,D20,43.91962856347031
V7.best,160000,45,D20,66.00806863167779
V7.best,160000,46,D20,44.23307178112664
V7.best,160000,47,D20,43.74511556087512
V7.best,160000,40,D10,41.52641410162845
V7.best,160000,41,D10,53.15156873600368
V7.best,160000,42,D10,55.19476566451576
V7.best,160000,43,D10,46.8410658183069
V7.best,160000,44,D10,46.737443088122404
V7.best,160000,45,D10,62.88292734991211
V7.best,160000,46,D10,47.05699062440004
V7.best,160000,47,D10,46.212816855266425
V7.best,160000,40,D4,42.18712103183563
V7.best,160000,41,D4,55.31618033653828
V7.best,160000,42,D4,57.294249221506206
V7.best,160000,43,D4,50.1991248451383
V7.best,160000,44,D4,49.136358551575015
V7.best,160000,45,D4,66.72619171537555
V7.best,160000,46,D4,49.901044417221755
V7.best,160000,47,D4,49.56348483289308
V7.best,160000,40,NORMAL,42.73700738712189
V7.best,160000,41,NORMAL,56.91699886733805
V7.best,160000,42,NORMAL,59.00108193230908
V7.best,160000,43,NORMAL,52.6312138290121
V7.best,160000,44,NORMAL,51.2803891866738
V7.best,160000,45,NORMAL,70.17211730807732
V7.best,160000,46,NORMAL,52.25540982087266
V7.best,160000,47,NORMAL,51.65960455314831
V7.best,160000,48,D20,52.623865727946196
V7.best,160000,49,D20,41.93094408814646
V7.best,160000,50,D20,44.4305862363006
V7.best,160000,51,D20,44.624435778409776
V7.best,160000,52,D20,44.57094212425761
V7.best,160000,53,D20,51.20075899784574
V7.best,160000,54,D20,41.86443793279662
V7.best,160000,55,D20,50.92388787842292
V7.best,160000,48,D10,54.3757711507418
V7.best,160000,49,D10,44.82666139417502
V7.best,160000,50,D10,47.20027739928079
V7.best,160000,51,D10,47.194713366298245
V7.best,160000,52,D10,47.639481566327646
V7.best,160000,53,D10,52.81754263244251
V7.best,160000,54,D10,44.71151090822188
V7.best,160000,55,D10,53.23869681969195
V7.best,160000,48,D4,56.70700348069509
V7.best,160000,49,D4,47.586878808236364
V7.best,160000,50,D4,49.81084524348448
V7.best,160000,51,D4,49.02507501551648
V7.best,160000,52,D4,50.59140685559426
V7.best,160000,53,D4,54.71786560383656
V7.best,160000,54,D4,47.49812740266884
V7.best,160000,55,D4,55.34917695978169
V7.best,160000,48,NORMAL,58.89559431079465
V7.best,160000,49,NORMAL,50.49577964996962
V7.best,160000,50,NORMAL,52.13172257816986
V7.best,160000,51,NORMAL,50.49463887206072
V7.best,160000,52,NORMAL,53.558057024206605
V7.best,160000,53,NORMAL,56.616178828826094
V7.best,160000,54,NORMAL,49.70818832463269
V7.best,160000,55,NORMAL,56.79218830796441
V7.best,160000,56,D20,42.14043340986224
V7.best,160000,57,D20,44.40976746044214
V7.best,160000,58,D20,43.45192240692593
V7.best,160000,59,D20,51.33162987699218
V7.best,160000,60,D20,39.30999202892163
V7.best,160000,61,D20,40.71280465946381
V7.best,160000,62,D20,35.90595575693635
V7.best,160000,63,D20,43.59917767420954
V7.best,160000,56,D10,45.236318942602395
V7.best,160000,57,D10,47.00978437838006
V7.best,160000,58,D10,46.64944699147286
V7.best,160000,59,D10,54.06377676131889
V7.best,160000,60,D10,40.12972965115443
V7.best,160000,61,D10,43.40587815021493
V7.best,160000,62,D10,38.77458888296429
V7.best,160000,63,D10,47.158584997784004
V7.best,160000,56,D4,49.162658093099594
V7.best,160000,57,D4,49.111305613814025
V7.best,160000,58,D4,49.6117054025117
V7.best,160000,59,D4,56.31213344425694
V7.best,160000,60,D4,40.51735580113394
V7.best,160000,61,D4,46.183188768427485
V7.best,160000,62,D4,43.23534855346536
V7.best,160000,63,D4,50.66838604775363
V7.best,160000,56,NORMAL,53.74925102388083
V7.best,160000,57,NORMAL,51.81803178547561
V7.best,160000,58,NORMAL,52.494637781698614
V7.best,160000,59,NORMAL,57.94690194318605
V7.best,160000,60,NORMAL,41.10899264526827
V7.best,160000,61,NORMAL,48.60180707178772
V7.best,160000,62,NORMAL,48.54238621701715
V7.best,160000,63,NORMAL,54.50222879151285
V7.best,160000,64,D20,51.10216673190297
V7.best,160000,65,D20,43.44359984712838
V7.best,160000,66,D20,51.082934261019375
V7.best,160000,67,D20,42.49646926315877
V7.best,160000,68,D20,43.270984416625794
V7.best,160000,69,D20,42.39011208352309
V7.best,160000,70,D20,44.41192541234851
V7.best,160000,71,D20,51.280193523454656
V7.best,160000,64,D10,53.00549211938316
V7.best,160000,65,D10,46.05111678812506
V7.best,160000,66,D10,53.140559961264756
V7.best,160000,67,D10,44.230547005791635
V7.best,160000,68,D10,44.856230427349146
V7.best,160000,69,D10,44.77109352999874
V7.best,160000,70,D10,46.8326057737583
V7.best,160000,71,D10,52.88191509276241
V7.best,160000,64,D4,55.16316465910607
V7.best,160000,65,D4,48.695869639717515
V7.best,160000,66,D4,55.809938659971266
V7.best,160000,67,D4,45.84251237620208
V7.best,160000,68,D4,46.13421919995851
V7.best,160000,69,D4,47.521809932779874
V7.best,160000,70,D4,49.978113475497906
V7.best,160000,71,D4,54.63229111641293
V7.best,160000,64,NORMAL,56.534089179489115
V7.best,160000,65,NORMAL,52.0881241976264
V7.best,160000,66,NORMAL,57.316038647189586
V7.best,160000,67,NORMAL,46.64866272369326
V7.best,160000,68,NORMAL,46.91952492405481
V7.best,160000,69,NORMAL,49.56871765124701
V7.best,160000,70,NORMAL,52.50382791857348
V7.best,160000,71,NORMAL,56.46510088415384
V7.best,160000,72,D20,51.091370546751975
V7.best,160000,73,D20,51.63287901121876
V7.best,160000,74,D20,49.19404016718772
V7.best,160000,75,D20,42.20201206210031
V7.best,160000,76,D20,50.01031452718399
V7.best,160000,77,D20,53.07942376279054
V7.best,160000,78,D20,43.158665645793434
V7.best,160000,79,D20,51.400889343710006
V7.best,160000,72,D10,52.9068238078637
V7.best,160000,73,D10,54.18829112708596
V7.best,160000,74,D10,51.60388469249962
V7.best,160000,75,D10,45.26409468011124
V7.best,160000,76,D10,52.36889982417942
V7.best,160000,77,D10,54.546138720278776
V7.best,160000,78,D10,45.72033132499044
V7.best,160000,79,D10,53.52556190947297
V7.best,160000,72,D4,55.194585391334016
V7.best,160000,73,D4,56.47728905478256
V7.best,160000,74,D4,53.727919161133485
V7.best,160000,75,D4,48.98193885864087
V7.best,160000,76,D4,55.04998252426944
V7.best,160000,77,D4,56.88427626079957
V7.best,160000,78,D4,48.91691827925632
V7.best,160000,79,D4,55.21816355557078
V7.best,160000,72,NORMAL,56.77768161216885
V7.best,160000,73,NORMAL,58.465326682753926
V7.best,160000,74,NORMAL,55.38954687074022
V7.best,160000,75,NORMAL,52.938122935727236
V7.best,160000,76,NORMAL,57.59243421919108
V7.best,160000,77,NORMAL,58.88503036499337
V7.best,160000,78,NORMAL,51.690406002298914
V7.best,160000,79,NORMAL,57.46176503050576
V7.best,160000,80,D20,47.05199099595578
V7.best,160000,81,D20,42.30741671502847
V7.best,160000,82,D20,72.06678323784207
V7.best,160000,83,D20,51.50830431815068
V7.best,160000,84,D20,45.74196942152636
V7.best,160000,85,D20,41.096762889096354
V7.best,160000,86,D20,51.86074426609078
V7.best,160000,87,D20,42.101837254272695
V7.best,160000,80,D10,49.504978512777825
V7.best,160000,81,D10,45.1159679261889
V7.best,160000,82,D10,71.99897680014453
V7.best,160000,83,D10,53.393938745773895
V7.best,160000,84,D10,48.531745895157755
V7.best,160000,85,D10,42.328593605792676
V7.best,160000,86,D10,54.10247995292764
V7.best,160000,87,D10,44.90251231938504
V7.best,160000,80,D4,51.8629923209874
V7.best,160000,81,D4,47.946071095890176
V7.best,160000,82,D4,67.78910638602888
V7.best,160000,83,D4,55.56440021116886
V7.best,160000,84,D4,51.29759671966306
V7.best,160000,85,D4,42.82959516310295
V7.best,160000,86,D4,56.463282194937776
V7.best,160000,87,D4,47.193953363222505
V7.best,160000,80,NORMAL,53.85807294929981
V7.best,160000,81,NORMAL,51.0594257313258
V7.best,160000,82,NORMAL,69.63286821134287
V7.best,160000,83,NORMAL,57.262941655000816
V7.best,160000,84,NORMAL,53.752684980069986
V7.best,160000,85,NORMAL,43.53129985959012
V7.best,160000,86,NORMAL,58.18793974018135
V7.best,160000,87,NORMAL,49.498494429646115
V7.best,160000,88,D20,44.31789427389754
V7.best,160000,89,D20,51.651687316711616
V7.best,160000,90,D20,44.44252016391654
V7.best,160000,91,D20,51.148437955793156
V7.best,160000,92,D20,48.04041405226562
V7.best,160000,93,D20,45.137130932027304
V7.best,160000,94,D20,41.93286796410953
V7.best,160000,95,D20,48.80438622972672
V7.best,160000,88,D10,46.93315482731727
V7.best,160000,89,D10,53.75760517651254
V7.best,160000,90,D10,47.08890807931709
V7.best,160000,91,D10,53.10749147648286
V7.best,160000,92,D10,50.50294754990149
V7.best,160000,93,D10,47.31522201571261
V7.best,160000,94,D10,44.6268225135652
V7.best,160000,95,D10,51.22763592025787
V7.best,160000,88,D4,50.37171330011128
V7.best,160000,89,D4,56.46661956949295
V7.best,160000,90,D4,50.073727041548565
V7.best,160000,91,D4,55.13478379817306
V7.best,160000,92,D4,53.10939807462739
V7.best,160000,93,D4,50.75956972238707
V7.best,160000,94,D4,47.11021168018381
V7.best,160000,95,D4,53.62426226566822
V7.best,160000,88,NORMAL,52.929737487511204
V7.best,160000,89,NORMAL,58.974907797594625
V7.best,160000,90,NORMAL,52.8037674384683
V7.best,160000,91,NORMAL,57.236844379198416
V7.best,160000,92,NORMAL,55.36960468240912
V7.best,160000,93,NORMAL,53.29302356097085
V7.best,160000,94,NORMAL,49.530940863538646
V7.best,160000,95,NORMAL,55.209891982875504
V7.best,160000,96,D20,49.763304674814634
V7.best,160000,97,D20,41.97659544209499
V7.best,160000,98,D20,40.96602866650041
V7.best,160000,99,D20,51.79417056743736
V7.best,160000,100,D20,48.733258225586994
V7.best,160000,101,D20,49.30139522779348
V7.best,160000,102,D20,45.1497876688817
V7.best,160000,103,D20,44.79737539884515
V7.best,160000,96,D10,52.206033380763245
V7.best,160000,97,D10,44.505261069971795
V7.best,160000,98,D10,44.37564027454721
V7.best,160000,99,D10,54.59347219604636
V7.best,160000,100,D10,50.69024522150201
V7.best,160000,101,D10,52.0215560590634
V7.best,160000,102,D10,47.92343275818733
V7.best,160000,103,D10,47.430674376236766
V7.best,160000,96,D4,54.5283572911337
V7.best,160000,97,D4,46.63771724567589
V7.best,160000,98,D4,48.37150205308819
V7.best,160000,99,D4,57.068464841032096
V7.best,160000,100,D4,52.21652586297532
V7.best,160000,101,D4,54.67340921080881
V7.best,160000,102,D4,50.60209719785544
V7.best,160000,103,D4,49.78096517337654
V7.best,160000,96,NORMAL,56.626079396539765
V7.best,160000,97,NORMAL,49.11989082346716
V7.best,160000,98,NORMAL,53.150417286237044
V7.best,160000,99,NORMAL,59.0288930238918
V7.best,160000,100,NORMAL,53.321049381300924
V7.best,160000,101,NORMAL,56.45280913759575
V7.best,160000,102,NORMAL,53.35385397906481
V7.best,160000,103,NORMAL,52.16996849463625
V7.best,160000,104,D20,44.14011183698689
V7.best,160000,105,D20,48.82428619824543
V7.best,160000,106,D20,53.676843165223104
V7.best,160000,107,D20,45.263767155065665
V7.best,160000,108,D20,44.74592970937479
V7.best,160000,109,D20,38.78012023525578
V7.best,160000,110,D20,52.94115412416683
V7.best,160000,111,D20,51.92262492515631
V7.best,160000,104,D10,46.956983296084786
V7.best,160000,105,D10,51.58086408538817
V7.best,160000,106,D10,56.864265761562265
V7.best,160000,107,D10,48.443920380632804
V7.best,160000,108,D10,47.899537051061
V7.best,160000,109,D10,40.897133065190744
V7.best,160000,110,D10,54.86108953431493
V7.best,160000,111,D10,53.63298699444367
V7.best,160000,104,D4,49.90992120566763
V7.best,160000,105,D4,53.908527512890245
V7.best,160000,106,D4,59.470779976030855
V7.best,160000,107,D4,51.697077904351545
V7.best,160000,108,D4,50.889062074487285
V7.best,160000,109,D4,45.250530162920185
V7.best,160000,110,D4,56.760298166786924
V7.best,160000,111,D4,55.931829143234054
V7.best,160000,104,NORMAL,53.094990240887256
V7.best,160000,105,NORMAL,56.34655407280448
V7.best,160000,106,NORMAL,62.22444441520476
V7.best,160000,107,NORMAL,55.383602771880405
V7.best,160000,108,NORMAL,53.678700337466935
V7.best,160000,109,NORMAL,49.85517663316607
V7.best,160000,110,NORMAL,58.752795998986215
V7.best,160000,111,NORMAL,57.47547053353338
V7.best,160000,112,D20,44.63872563836193
V7.best,160000,113,D20,43.54001383854951
V7.best,160000,114,D20,51.103035678948274
V7.best,160000,115,D20,50.66366116952892
V7.best,160000,116,D20,45.032358285863765
V7.best,160000,117,D20,39.745513648406586
V7.best,160000,118,D20,52.19441467886507
V7.best,160000,119,D20,52.51876069627579
V7.best,160000,112,D10,47.40170294142962
V7.best,160000,113,D10,45.84905284118277
V7.best,160000,114,D10,53.59198274667115
V7.best,160000,115,D10,53.01614051797323
V7.best,160000,116,D10,47.834301047365244
V7.best,160000,117,D10,41.07312321883599
V7.best,160000,118,D10,54.19817136571605
V7.best,160000,119,D10,54.81416102847514
V7.best,160000,112,D4,49.949057753788225
V7.best,160000,113,D4,48.27621582442022
V7.best,160000,114,D4,55.765937145380875
V7.best,160000,115,D4,55.33113800820148
V7.best,160000,116,D4,50.65790323129487
V7.best,160000,117,D4,42.14781619043114
V7.best,160000,118,D4,56.411780784245224
V7.best,160000,119,D4,57.1962818220987
V7.best,160000,112,NORMAL,52.198556237625496
V7.best,160000,113,NORMAL,50.49722976365928
V7.best,160000,114,NORMAL,57.48246342199455
V7.best,160000,115,NORMAL,57.05601440900443
V7.best,160000,116,NORMAL,53.38112141613797
V7.best,160000,117,NORMAL,42.49123060232678
V7.best,160000,118,NORMAL,59.011567392904766
V7.best,160000,119,NORMAL,58.92283730579642
V7.best,160000,120,D20,43.57885398111195
V7.best,160000,121,D20,42.76343840192936
V7.best,160000,122,D20,44.18701056903603
V7.best,160000,123,D20,43.98891720065154
V7.best,160000,124,D20,50.6541521095737
V7.best,160000,125,D20,40.57127470007145
V7.best,160000,126,D20,51.07702685365544
V7.best,160000,127,D20,43.09399944052946
V7.best,160000,120,D10,45.947481875386956
V7.best,160000,121,D10,45.21534769697817
V7.best,160000,122,D10,46.780531816059536
V7.best,160000,123,D10,46.572973073389846
V7.best,160000,124,D10,52.92831673637939
V7.best,160000,125,D10,43.285195421011764
V7.best,160000,126,D10,54.14451616990338
V7.best,160000,127,D10,45.44687301439728
V7.best,160000,120,D4,48.94742045308726
V7.best,160000,121,D4,47.4603368908822
V7.best,160000,122,D4,50.14404040087908
V7.best,160000,123,D4,49.22067217553993
V7.best,160000,124,D4,55.45752996525539
V7.best,160000,125,D4,46.00000919933217
V7.best,160000,126,D4,56.191280788060254
V7.best,160000,127,D4,48.341714828261146
V7.best,160000,120,NORMAL,51.068593660426416
V7.best,160000,121,NORMAL,50.35953173582101
V7.best,160000,122,NORMAL,52.56451876979604
V7.best,160000,123,NORMAL,51.65818268488414
V7.best,160000,124,NORMAL,57.2166466075696
V7.best,160000,125,NORMAL,48.66046420169066
V7.best,160000,126,NORMAL,57.701569928306796
V7.best,160000,127,NORMAL,50.67290617652205
V7.best,160000,128,D20,43.65027056713261
V7.best,160000,129,D20,50.724985922293214
V7.best,160000,130,D20,43.401126385116584
V7.best,160000,131,D20,40.73174521936765
V7.best,160000,132,D20,53.454461396597
V7.best,160000,133,D20,40.79422776971559
V7.best,160000,134,D20,43.54557933547483
V7.best,160000,135,D20,40.55738015527106
V7.best,160000,128,D10,46.783525100760514
V7.best,160000,129,D10,52.65844569668262
V7.best,160000,130,D10,45.957402669136684
V7.best,160000,131,D10,43.67432889604983
V7.best,160000,132,D10,55.747117579684726
V7.best,160000,133,D10,41.622505342305956
V7.best,160000,134,D10,46.55069364024702
V7.best,160000,135,D10,41.641887015073834
V7.best,160000,128,D4,49.71359887271997
V7.best,160000,129,D4,55.277823253381825
V7.best,160000,130,D4,49.134614638222686
V7.best,160000,131,D4,46.52026147524059
V7.best,160000,132,D4,58.12512770722317
V7.best,160000,133,D4,42.21929012118119
V7.best,160000,134,D4,49.6145545670625
V7.best,160000,135,D4,42.48019141821473
V7.best,160000,128,NORMAL,52.76967054367253
V7.best,160000,129,NORMAL,57.41561753170322
V7.best,160000,130,NORMAL,52.0908221057914
V7.best,160000,131,NORMAL,49.219411798647826
V7.best,160000,132,NORMAL,59.87870828588824
V7.best,160000,133,NORMAL,42.622044851193365
V7.best,160000,134,NORMAL,53.86068694105856
V7.best,160000,135,NORMAL,42.75399468901114
V7.best,160000,136,D20,47.01984242590166
V7.best,160000,137,D20,44.66083651267937
V7.best,160000,138,D20,39.31812367766609
V7.best,160000,139,D20,49.77681695077467
V7.best,160000,140,D20,45.693802143968085
V7.best,160000,141,D20,50.145703714907114
V7.best,160000,142,D20,53.35659200573072
V7.best,160000,143,D20,52.09043090605152
V7.best,160000,136,D10,49.1345991041115
V7.best,160000,137,D10,47.038791001233974
V7.best,160000,138,D10,40.15054576132334
V7.best,160000,139,D10,52.84903072121952
V7.best,160000,140,D10,48.97306883233891
V7.best,160000,141,D10,52.34664992012925
V7.best,160000,142,D10,54.92054167643748
V7.best,160000,143,D10,54.990234639905566
V7.best,160000,136,D4,52.29128465762584
V7.best,160000,137,D4,48.61861328650873
V7.best,160000,138,D4,41.2286863236113
V7.best,160000,139,D4,55.45851883235525
V7.best,160000,140,D4,51.6490740255166
V7.best,160000,141,D4,53.53909371673231
V7.best,160000,142,D4,57.838910792937924
V7.best,160000,143,D4,56.891275152716545
V7.best,160000,136,NORMAL,55.1668502361281
V7.best,160000,137,NORMAL,50.273247967954916
V7.best,160000,138,NORMAL,42.04637129680141
V7.best,160000,139,NORMAL,57.363566734589355
V7.best,160000,140,NORMAL,53.87277922862742
V7.best,160000,141,NORMAL,54.09463334404634
V7.best,160000,142,NORMAL,59.47973812563404
V7.best,160000,143,NORMAL,58.97921682779628
V7.best,160000,144,D20,45.49600148527962
V7.best,160000,145,D20,49.70722885411213
V7.best,160000,146,D20,72.06678323784207
V7.best,160000,147,D20,43.874205306542706
V7.best,160000,148,D20,51.98118998491587
V7.best,160000,149,D20,44.84322507451658
V7.best,160000,150,D20,43.02301105331581
V7.best,160000,151,D20,50.35165450246963
V7.best,160000,144,D10,47.64242581302342
V7.best,160000,145,D10,51.88914712747264
V7.best,160000,146,D10,69.83028834108754
V7.best,160000,147,D10,46.192675393001124
V7.best,160000,148,D10,53.73081900663746
V7.best,160000,149,D10,47.39664451865893
V7.best,160000,150,D10,45.22077727209995
V7.best,160000,151,D10,52.99887746184935
V7.best,160000,144,D4,49.49126233108443
V7.best,160000,145,D4,54.319188199702126
V7.best,160000,146,D4,68.70241052749485
V7.best,160000,147,D4,49.1544064349917
V7.best,160000,148,D4,56.23564189765105
V7.best,160000,149,D4,51.2866994527937
V7.best,160000,150,D4,48.13704042942619
V7.best,160000,151,D4,55.25854283732379
V7.best,160000,144,NORMAL,50.9864187209525
V7.best,160000,145,NORMAL,56.014756896263705
V7.best,160000,146,NORMAL,68.16431200146144
V7.best,160000,147,NORMAL,51.71931434620383
V7.best,160000,148,NORMAL,57.52287068439479
V7.best,160000,149,NORMAL,54.821771526512734
V7.best,160000,150,NORMAL,50.51639432135575
V7.best,160000,151,NORMAL,57.427898060993044
V7.best,160000,152,D20,48.54479546375747
V7.best,160000,153,D20,49.91131385408575
V7.best,160000,154,D20,48.41710669111539
V7.best,160000,155,D20,72.06678323784207
V7.best,160000,156,D20,50.62317617691825
V7.best,160000,157,D20,45.88289085368032
V7.best,160000,158,D20,48.3728425168091
V7.best,160000,159,D20,41.19794959957963
V7.best,160000,152,D10,51.450239783663164
V7.best,160000,153,D10,52.38020979161058
V7.best,160000,154,D10,50.37687519216922
V7.best,160000,155,D10,72.06678323784207
V7.best,160000,156,D10,52.9260065531206
V7.best,160000,157,D10,47.51375588400988
V7.best,160000,158,D10,50.81294734764579
V7.best,160000,159,D10,43.60033197732892
V7.best,160000,152,D4,53.702661637371975
V7.best,160000,153,D4,54.92299220652866
V7.best,160000,154,D4,52.15538196215337
V7.best,160000,155,D4,72.06678323784207
V7.best,160000,156,D4,55.157636826551126
V7.best,160000,157,D4,48.56318344397832
V7.best,160000,158,D4,53.665560813002315
V7.best,160000,159,D4,46.675987011636025
V7.best,160000,152,NORMAL,55.992115952557086
V7.best,160000,153,NORMAL,57.27185430131668
V7.best,160000,154,NORMAL,53.19952080236173
V7.best,160000,155,NORMAL,72.06705121785667
V7.best,160000,156,NORMAL,56.84052078628632
V7.best,160000,157,NORMAL,49.750745887101274
V7.best,160000,158,NORMAL,56.347171395444846
V7.best,160000,159,NORMAL,49.50333912550212
V7.best,160000,160,D20,52.40245630815319
